iter	Logloss
187	0.3746306014
188	0.3742220587
189	0.3738090031
190	0.3730639882
191	0.3723271612
192	0.3716142552
193	0.3711550482
194	0.3708102756
195	0.3700965722
196	0.3695187395
197	0.3690216144
198	0.3686259255
199	0.3681952564
200	0.3677452511
201	0.3671172963
202	0.3665934869
203	0.3663044381
204	0.3656271707
205	0.3648780766
206	0.3644836959
207	0.363868436
208	0.363396083
209	0.3628411653
210	0.362276324
211	0.3618450668
212	0.3614544657
213	0.361013294
214	0.3604340466
215	0.3597838341
216	0.3590549284
217	0.3586564564
218	0.358211081
219	0.357715411
220	0.3572678282
221	0.3567318765
222	0.3563866191
223	0.3559045088
224	0.3555901739
225	0.3551480312
226	0.3547033196
227	0.3542327945
228	0.3535944276
229	0.3532005969
230	0.3527042695
231	0.3521357559
232	0.3517814337
233	0.3514731305
234	0.3511106502
235	0.3506388922
236	0.3501695826
237	0.3496121671
238	0.3492022976
239	0.3488514272
240	0.348453678
241	0.3482654186
242	0.3480345385
243	0.3475789944
244	0.3470052458
245	0.3464721033
246	0.3460132504
247	0.3456800476
248	0.3452852495
249	0.3450217266
250	0.3445998112
251	0.3440885589
252	0.3435776453
253	0.3432797761
254	0.3428475785
255	0.3423205845
256	0.3418140589
257	0.3413234972
258	0.340677205
259	0.3402578713
260	0.3397362524
261	0.3392130984
262	0.3388876238
263	0.338408919
264	0.3382855904
265	0.3379609748
266	0.3377320089
267	0.3374505281
268	0.3368603233
269	0.3364511149
270	0.336150169
271	0.3357587307
272	0.335312242
273	0.3350357601
274	0.3345925074
275	0.334239017
276	0.333945727
277	0.3337406775
278	0.3333738963
279	0.333040122
280	0.3326905266
281	0.3322164963
282	0.3315574544
283	0.3310379846
284	0.3304899848
285	0.3302112466
286	0.329846132
287	0.3294477781
288	0.3291576722
289	0.3286712529
290	0.328178058
291	0.3279432308
292	0.3275873846
293	0.3272183206
294	0.3268465341
295	0.3264506465
296	0.326002088
297	0.3255857169
298	0.3251251436
299	0.3248634777
300	0.3244592568
301	0.3241047011
302	0.3237843559
303	0.3234165419
304	0.323163635
305	0.3225405228
306	0.3220468487
307	0.3217098618
308	0.3213079543
309	0.321045955
310	0.320554446
311	0.3202460925
312	0.3198138816
313	0.3194758604
314	0.3193126629
315	0.3189390913
316	0.3185567614
317	0.3182853506
318	0.317569861
319	0.3173320377
320	0.3170428533
321	0.3166206273
322	0.3159971725
323	0.3155365452
324	0.3151420238
325	0.3149081472
326	0.3145919546
327	0.3141907215
328	0.3138545093
329	0.3135493895
330	0.3132517459
331	0.3129979932
332	0.3128157483
333	0.3126239296
334	0.3122966645
335	0.3119144073
336	0.3114488503
337	0.3111198649
338	0.3107795435
339	0.3104553805
340	0.310027787
341	0.3095528981
342	0.3092046053
343	0.308938314
344	0.308634646
345	0.3083943658
346	0.3082001024
347	0.3079553233
348	0.3076092376
349	0.3072060612
350	0.3070645715
351	0.3069017967
352	0.3065918707
353	0.3063191361
354	0.3060364307
355	0.3057502005
356	0.305499422
357	0.3052700467
358	0.3049389919
359	0.3045677673
360	0.3043052628
361	0.3041357517
362	0.30362689
363	0.3033064059
364	0.3029635785
365	0.3026762001
366	0.3022991926
367	0.3019553116
368	0.301653761
369	0.3014012848
370	0.3010399251
371	0.3008838748
372	0.3006215186
373	0.3002391289
374	0.3001121824
375	0.2997968572
376	0.299612208
377	0.2993505319
378	0.2990905009
379	0.298776026
380	0.2985576316
381	0.2981234486
382	0.2979640253
383	0.2976162793
384	0.2974200631
385	0.2973052331
386	0.2968737527
387	0.2965991289
388	0.2963121694
389	0.2960835926
390	0.2958337114
391	0.2954970034
392	0.295277334
393	0.2950151512
394	0.2946174092
395	0.2943792173
396	0.2941313259
397	0.2936110436
398	0.2933262299
399	0.293018486
400	0.2927267866
401	0.2925625385
402	0.292373057
403	0.292108434
404	0.2919071258
405	0.291599623
406	0.2913018658
407	0.2910460661
408	0.2906635466
409	0.2902269257
410	0.2899830493
411	0.2896623922
412	0.2894053156
413	0.2892053827
414	0.288954485
415	0.2886230616
416	0.2883689831
417	0.2880091622
418	0.2875732346
419	0.2871784331
420	0.286844185
421	0.286554774
422	0.2861875825
423	0.2858615648
424	0.2857063093
425	0.2854216288
426	0.2851500504
427	0.2848501497
428	0.2845619607
429	0.2842484062
430	0.2841295117
431	0.2840495053
432	0.28374109
433	0.2835524763
434	0.2832171853
435	0.2828888087
436	0.2826231241
437	0.2823598241
438	0.2821866948
439	0.2819244676
440	0.2817642984
441	0.2814428977
442	0.2812694735
443	0.2810381901
444	0.2808206676
445	0.2806359938
446	0.2802111652
447	0.2799288806
448	0.279678372
449	0.2794315202
450	0.2791468253
451	0.2789953296
452	0.2787747349
453	0.278487408
454	0.2782634326
455	0.2779551381
456	0.2777983696
457	0.2776083117
458	0.277283077
459	0.27702207
460	0.2768850304
461	0.2766148321
462	0.2762532529
463	0.2759110243
464	0.2756014854
465	0.2752880872
466	0.2751140178
467	0.2748720793
468	0.2746482857
469	0.2743171382
470	0.2740076148
471	0.2737641917
472	0.2735274871
473	0.2732796389
474	0.2730382677
475	0.2727910136
476	0.272483283
477	0.2723045951
478	0.2719000029
479	0.271561078
480	0.2713528463
481	0.2711576477
482	0.2708750835
483	0.2707169976
484	0.270588244
485	0.2704024493
486	0.2702253145
487	0.2698865077
488	0.2695830527
489	0.269371228
490	0.2690285225
491	0.2688468823
492	0.2685846654
493	0.2683421071
494	0.2679858715
495	0.2677787319
496	0.2675855273
497	0.2672751824
498	0.2668550022
499	0.2664647848
500	0.2661695613
501	0.2659948864
502	0.265627064
503	0.2653178336
504	0.2651308132
505	0.2649938716
506	0.2645871389
507	0.2643068105
508	0.2641749522
509	0.2638774766
510	0.2634530892
511	0.2632561559
512	0.2629797057
513	0.2625337302
514	0.2621264299
515	0.2618242445
516	0.2615906095
517	0.2612533611
518	0.2611761161
519	0.2609820729
520	0.2607268822
521	0.2605326482
522	0.2601374017
523	0.2600408853
524	0.2598535905
525	0.2594587095
526	0.2593265087
527	0.2590377864
528	0.2587889509
529	0.2586311038
530	0.2584654922
531	0.2583513733
532	0.2579878641
533	0.2576785186
534	0.257384128
535	0.2571962773
536	0.2568652796
537	0.2565762168
538	0.2562864012
539	0.2560885535
540	0.255914142
541	0.2556734002
542	0.2554727781
543	0.2553501458
544	0.2550530157
545	0.2548116642
546	0.2545520661
547	0.2542462497
548	0.2539378813
549	0.2537653885
550	0.2536302873
551	0.2534248776
552	0.2531355317
553	0.2529886083
554	0.2528974094
555	0.252651461
556	0.2523154667
557	0.2520618526
558	0.2517786071
559	0.2515490218
560	0.2513345745
561	0.2509669353
562	0.2507607536
563	0.2503984754
564	0.2502132877
565	0.2500045818
566	0.2498876939
567	0.2497291769
568	0.2495828409
569	0.2491994926
570	0.2488133071
571	0.248628127
572	0.2485041062
573	0.2482791136
574	0.2479760514
575	0.2478412522
576	0.2475435719
577	0.2473660314
578	0.2471728665
579	0.2470266853
580	0.2467009631
581	0.2465356725
582	0.2463214643
583	0.2460956407
584	0.24599668
585	0.2457442976
586	0.2455457192
587	0.2453267158
588	0.2450623925
589	0.2447947952
590	0.2446008675
591	0.2444125259
592	0.2442314689
593	0.2441075007
594	0.2439623061
595	0.2438503795
596	0.2435694274
597	0.2433039272
598	0.2430494778
599	0.2428156338
600	0.2426802609
601	0.2423141196
602	0.242070877
603	0.2419004497
604	0.2416638132
605	0.2414436511
606	0.2410836825
607	0.240846523
608	0.2405431097
609	0.2402960721
610	0.2401166284
611	0.239880776
612	0.2397351549
613	0.2396348927
614	0.2392483253
615	0.2390336676
616	0.2388444356
617	0.2387226037
618	0.2384529799
619	0.2382389299
620	0.2380345193
621	0.2378435324
622	0.2376591406
623	0.2375054859
624	0.23729607
625	0.2369145374
626	0.2367748041
627	0.2365301435
628	0.2363800318
629	0.2361133939
630	0.2358889655
631	0.2357721435
632	0.235602819
633	0.2353730156
634	0.2348946129
635	0.2346613752
636	0.2344989909
637	0.2340433265
638	0.2338929608
639	0.233706673
640	0.2336182205
641	0.2332106465
642	0.23296571
643	0.2327990585
644	0.2325543449
645	0.2323773395
646	0.2321340447
647	0.2319319085
648	0.2317651805
649	0.231558531
650	0.2313641624
651	0.2312186457
652	0.231017834
653	0.2308777654
654	0.2307353504
655	0.2305525753
656	0.2302107663
657	0.2299072697
658	0.2296736203
659	0.2294924498
660	0.2292100028
661	0.2290144092
662	0.2288365016
663	0.2286200247
664	0.2284750015
665	0.2283914551
666	0.2282106358
667	0.2279357475
668	0.2277111648
669	0.227449601
670	0.2272568672
671	0.2271061992
672	0.2269545809
673	0.2267884879
674	0.2266283516
675	0.2263185278
676	0.2261854751
677	0.225959298
678	0.225761104
679	0.2254349205
680	0.2253716276
681	0.2252242323
682	0.2249300423
683	0.2247827802
684	0.2245621852
685	0.2242439512
686	0.2239284875
687	0.2238249272
688	0.2237372788
689	0.223607746
690	0.2234487481
691	0.2233197299
692	0.2231222221
693	0.2229581337
694	0.2226324293
695	0.2223378284
696	0.2221709736
697	0.2220118909
698	0.2217924273
699	0.2217276399
700	0.2216314876
701	0.2214396446
702	0.22113942
703	0.2209629528
704	0.2208144491
705	0.2206424108
706	0.2204817515
707	0.2203210657
708	0.2200491803
709	0.2198822468
710	0.2196731446
711	0.2193671249
712	0.2192521031
713	0.219040362
714	0.2189387261
715	0.2185571678
716	0.2183890937
717	0.2182954928
718	0.2181198548
719	0.2180599761
720	0.2177348894
721	0.2176239067
722	0.2175673489
723	0.2174649015
724	0.2172545982
725	0.2170142049
726	0.2167844704
727	0.2165632097
728	0.2164229382
729	0.2162652265
730	0.2160307124
731	0.2158898395
732	0.2157803751
733	0.2156691445
734	0.2153996153
735	0.2152956664
736	0.2152149299
737	0.2149300783
738	0.2147441467
739	0.2145291291
740	0.2142749733
741	0.2140468473
742	0.2139788681
743	0.2138186474
744	0.2135885008
745	0.2133821071
746	0.2132245261
747	0.2130538127
748	0.2128695851
749	0.2128196962
750	0.2127324305
751	0.212650777
752	0.2125347175
753	0.2123389199
754	0.2120798308
755	0.2119876275
756	0.211800098
757	0.2116319111
758	0.2113743532
759	0.2112232602
760	0.2111198115
761	0.2109782741
762	0.2108727281
763	0.2106605749
764	0.2103835515
765	0.2101100827
766	0.2099455489
767	0.2097982471
768	0.2096563294
769	0.2094079608
770	0.2091209495
771	0.2088605268
772	0.2085811702
773	0.2083785988
774	0.2081864285
775	0.2080188781
776	0.2076879501
777	0.2075201644
778	0.2073511158
779	0.2071307474
780	0.2068493041
781	0.2065644207
782	0.20629749
783	0.2060772593
784	0.2058839268
785	0.2057024687
786	0.205510396
787	0.2053519877
788	0.205205654
789	0.205043543
790	0.2048896922
791	0.204719347
792	0.2045205003
793	0.2043276147
794	0.204147488
795	0.2039323678
796	0.2036461921
797	0.2032920451
798	0.2030579961
799	0.2029229134
800	0.2027794134
801	0.2025913125
802	0.2024104735
803	0.2021649088
804	0.2018811835
805	0.2016636572
806	0.2014485204
807	0.2013266707
808	0.2012285085
809	0.201064654
810	0.2008758484
811	0.2006802487
812	0.2005967848
813	0.2004825278
814	0.2004354988
815	0.2003977405
816	0.2001581181
817	0.2000079344
818	0.199901392
819	0.1997124422
820	0.199577858
821	0.1994500955
822	0.1993168305
823	0.1992584088
824	0.1991072303
825	0.1989327499
826	0.1988543616
827	0.1987574377
828	0.1986661094
829	0.1984710557
830	0.1982987714
831	0.1981499191
832	0.197880267
833	0.197647016
834	0.1975135031
835	0.1973681851
836	0.1971327759
837	0.1970501979
838	0.196893728
839	0.1967449124
840	0.1966404866
841	0.1964380745
842	0.1963107196
843	0.1962040867
844	0.1958632269
845	0.1955232666
846	0.1954139918
847	0.1953191496
848	0.1952527375
849	0.1950831947
850	0.1948506416
851	0.194694326
852	0.1945201745
853	0.1944138239
854	0.1942489984
855	0.1941101237
856	0.1938986782
857	0.1937931352
858	0.1935951078
859	0.1933617346
860	0.1931308311
861	0.1930289015
862	0.192886105
863	0.1927014729
864	0.1925729161
865	0.1923061375
866	0.1921405024
867	0.1918751353
868	0.1917788142
869	0.1917330246
870	0.1914228171
871	0.1911790632
872	0.1910368397
873	0.1908502647
874	0.1907371854
875	0.1906258757
876	0.1903789452
877	0.1903375107
878	0.1900257254
879	0.1899010405
880	0.1896877785
881	0.1895774096
882	0.1893998967
883	0.1892309601
884	0.1890714861
885	0.1890072902
886	0.1888810752
887	0.1886327569
888	0.1883764793
889	0.1883114387
890	0.1882421335
891	0.1881953527
892	0.1879719825
893	0.1878501294
894	0.1875381159
895	0.1873397997
896	0.1871575897
897	0.187069396
898	0.1868556787
899	0.1867376835
900	0.1866650112
901	0.1863864293
902	0.1862654644
903	0.1861445321
904	0.1860540943
905	0.1858238288
906	0.1856755264
907	0.1854820626
908	0.185295242
909	0.1851320475
910	0.1849187976
911	0.1848029924
912	0.184659953
913	0.1845259239
914	0.1844004707
915	0.1843156886
916	0.1842105926
917	0.1841471214
918	0.1839374709
919	0.1836004904
920	0.1835721141
921	0.1833400268
922	0.183274867
923	0.1831213883
924	0.1828794665
925	0.1828036766
926	0.1826944627
927	0.182551605
928	0.1823429948
929	0.1822448507
930	0.1820416273
931	0.181883938
932	0.1817332347
933	0.1814896731
934	0.1813334003
935	0.1812401813
936	0.1811168497
937	0.1810167025
938	0.1808615488
939	0.1808263612
940	0.1806710028
941	0.1804518268
942	0.1803863105
943	0.180172015
944	0.1801081805
945	0.1800550374
946	0.1800373812
947	0.1799856549
948	0.1799339635
949	0.1798685449
950	0.1798249093
951	0.1795954337
952	0.1795734379
953	0.1794936248
954	0.1793839186
955	0.1793224482
956	0.1791263156
957	0.1788078331
958	0.1786697611
959	0.1785201372
960	0.1784398631
961	0.1781144199
962	0.1779378952
963	0.1777818317
964	0.1777159808
965	0.1773630078
966	0.1772525871
967	0.1770185346
968	0.1767508495
969	0.1766720666
970	0.1765361786
971	0.1762654656
972	0.1761695309
973	0.1761148774
974	0.1760972284
975	0.1756352156
976	0.175421761
977	0.1752905906
978	0.1751162786
979	0.1749953493
980	0.1748395329
981	0.1746768441
982	0.1746446784
983	0.1745045295
984	0.1743884719
985	0.1743209725
986	0.1740591621
987	0.1739211313
988	0.1737228999
989	0.1734146595
990	0.173142082
991	0.1730080158
992	0.1728010923
993	0.1725265147
994	0.1722217401
995	0.172182591
996	0.1719876728
997	0.1719008544
998	0.1716789049
999	0.1716171923
6
9769
0.1660901573
999	0.165909774
